Problem Name,Step Name,KC(Default),E Conceptual,E Resolución,Dificultad
L3NOV12B,yScale, Changing axis intervals,0.0,0.0,1
L3NOV12B,xMax, Changing axis bounds,0.0,0.0,1
L3NOV12B,R7C2," Using simple numbers~~Using large numbers~~Find Y, positive slope",0.5102,0.1633,7
L3NOV12B,R3C2," Using simple numbers~~Write expression, positive slope~~Using large numbers",0.3415,0.2439,6
L3NOV12B,YLabel, Labelling the axes,0.0,0.0,1
L3NOV12B,XLabel, Labelling the axes,0.1905,0.0,2
L3NOV12B,XUnit, nan,0.0,0.0,1
L3NOV12B,xScale, Changing axis intervals,0.0,0.0,1
L3NOV12B,YUnit, nan,0.0,0.0,1
L3NOV12B,xMin, Changing axis bounds,0.0,0.0,1
L3NOV12B,yMin, Changing axis bounds,0.3333,0.0,3
L3NOV12B,Point 1.2, Correctly placing points,0.0,1.0,10
L3NOV12B,Point 1.3, Correctly placing points,0.0,1.0,10
L3NOV12B,Add Point, nan,1.0,0.0,10
BH1T29B,R1C1, nan,0.2857,0.0,3
BH1T29B,R1C2, nan,0.0,0.0,1
BH1T29B,R2C1, Identifying units,0.1481,0.1481,3
BH1T29B,R2C2, Identifying units,0.1053,0.0,1
BH1T29B,R4C1, Entering a given,0.0,0.0,1
BH1T29B,R5C1, Entering a given,0.0952,0.0,1
BH1T29B,R4C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",0.6462,0.0615,7
BH1T29B,R3C1, Define Variable,0.0,0.0,1
BH1T29B,R3C2," Using simple numbers~~Using large numbers~~Write expression, negative slope",0.4223,0.2913,7
BH1T29B,R5C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",0.44,0.0,4
BH1T29B,R6C2, Entering a given,0.0,0.0,1
BH1T29B,R6C1," Using simple numbers~~Using large numbers~~Find X, negative slope",0.3382,0.5324,9
BH1T29B,R7C2, Entering a given,0.0,0.0,1
BH1T29B,R8C1, Entering a given,0.2769,0.0,3
BH1T29B,YLabel, Labelling the axes,0.1,0.0,1
BH1T29B,YUnit, nan,0.0,0.0,1
BH1T29B,xMin, Changing axis bounds,0.6,0.0,6
BH1T29B,yMin, Changing axis bounds,0.6316,0.0947,7
BH1T29B,xMax, Changing axis bounds,0.4434,0.0943,5
BH1T29B,yMax, Changing axis bounds,0.4221,0.1055,5
BH1T29B,yScale, Changing axis intervals,0.0,0.0,1
BH1T29B,XLabel, Labelling the axes,0.0,0.0,1
BH1T29B,Point 1.1, Correctly placing points,0.0,1.0,10
BH1T29B,R8C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",0.4775,0.1892,7
BH1T29B,R7C1," Using simple numbers~~Using large numbers~~Find X, negative slope",0.0,0.0,1
BH1T29B,XUnit, nan,0.0833,0.0,1
BH1T29B,xScale, Changing axis intervals,0.0,0.0,1
BH1T29B,Point 1.3, Correctly placing points,0.0,1.0,10
BH1T29B,Add Point, nan,1.0,0.0,10
BH1T29B,Point 1.4, Correctly placing points,0.0,1.0,10
BH1T29B,Point 1.2, Correctly placing points,0.0,1.0,10
BH1T29B,Point 1.5, Correctly placing points,0.0,1.0,10
REAL28,R1C1, nan,0.0833,0.0,1
REAL28,R1C2, nan,0.0,0.0,1
REAL28,R2C2, Identifying units,0.4,0.0,4
REAL28,R3C1, Define Variable,0.0,0.0,1
REAL28,R4C1, Entering a given,0.1111,0.0,1
REAL28,R4C2," Using simple numbers~~Using small numbers~~Find Y, negative slope",0.3182,0.3636,7
REAL28,R5C1, Entering a given,0.0,0.0,1
REAL28,R6C1, Entering a given,0.0,0.0,1
REAL28,R5C2," Using simple numbers~~Using small numbers~~Find Y, negative slope",0.1667,0.0,2
REAL28,R6C2," Using simple numbers~~Using small numbers~~Find Y, negative slope",0.0,0.0,1
REAL28,R7C2, Entering a given,0.0,0.0,1
REAL28,R3C2," Using simple numbers~~Using small numbers~~Write expression, negative slope",0.2,0.0,2
REAL28,XLabel, Labelling the axes,0.2857,0.0,3
REAL28,YLabel, Labelling the axes,0.2857,0.0,3
REAL28,YUnit, nan,0.0,0.0,1
REAL28,xMin, Changing axis bounds,0.0,0.0,1
REAL28,xScale, Changing axis intervals,0.0,0.0,1
REAL28,xMax, Changing axis bounds,0.8571,0.0,9
REAL28,Point 1.2, Correctly placing points,0.0,1.0,10
REAL28,R7C1," Using simple numbers~~Using small numbers~~Find X, negative slope",0.0,0.0,1
REAL28,Point 1.3, Correctly placing points,0.0,1.0,10
EG1-FIXED,7(8+2), Eliminate Parens,0.2124,0.223,4
EG1-FIXED,7*10, nan,0.142,0.0494,2
EG1-FIXED,7*8+7*2, nan,0.125,0.0,1
EG1-FIXED,56+7*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1-FIXED,56+14, Consolidate vars with coeff,0.125,0.0,1
EG1-FIXED,70, nan,1.0,0.0,10
EG1-FIXED,7*8+14," Select Multiply/Divide, nested",0.0,0.0,1
EG3,(1+9)*10, Eliminate Parens,0.0,0.0,1
EG3,10*10, nan,0.0,0.0,1
EG3,(2+3)*5, Eliminate Parens,0.0,0.0,1
EG3,5*5, nan,0.0,0.0,1
EG3,(8+2)*9, Eliminate Parens,0.0,0.0,1
EG3,10*9, nan,0.0,0.0,1
EG3,(1+9)*5, Eliminate Parens,0.0,0.0,1
EG3,10*5, nan,0.0,0.0,1
EG3,(1+0)*7, Eliminate Parens,0.0,0.0,1
EG3,1*7, nan,0.0,0.0,1
EG3,(2+9)*1, Eliminate Parens,0.0,0.0,1
EG3,11*1, nan,0.0,0.0,1
EG3,(7+7)*5, Eliminate Parens,0.0,0.0,1
EG3,14*5, nan,0.0,0.0,1
EG3,(1+4)*4, Eliminate Parens,0.0,0.0,1
EG3,5*4, nan,0.0,0.0,1
EG3,(4+9)*5, Eliminate Parens,0.5,0.0,5
EG3,13*5, nan,0.0,0.0,1
EG3,(3+6)*2, Eliminate Parens,0.6,0.2,8
EG3,9*2, nan,0.0,0.0,1
EG3,(0+7)*2, Eliminate Parens,0.5,0.0,5
EG3,7*2, nan,0.0,0.0,1
EG3,(5+9)*8, Eliminate Parens,0.0,0.0,1
EG3,14*8, nan,0.5,0.0,5
EG3,(0+4)*6, Eliminate Parens,0.0,0.0,1
EG3,4*6, nan,0.0,0.0,1
EG3,(6+2)*6, Eliminate Parens,0.0,0.0,1
EG3,8*6, nan,0.0,0.0,1
EG3,(5+4)*10, Eliminate Parens,0.0,0.0,1
EG3,9*10, nan,0.0,0.0,1
EG3,(9+3)*8, Eliminate Parens,0.5,0.0,5
EG3,12*8, nan,0.0,0.0,1
EG3,(1+7)*8, Eliminate Parens,0.0,0.0,1
EG3,8*8, nan,0.0,0.0,1
EG3,(3+1)*5, Eliminate Parens,0.0,0.0,1
EG3,4*5, nan,0.0,0.0,1
EG3,(1+3)*8, Eliminate Parens,0.1667,0.5,7
EG3,4*8, nan,0.0,0.6667,7
EG3,(6+5)*6, Eliminate Parens,0.0,0.0,1
EG3,11*6, nan,0.0,0.0,1
EG3,(3+1)*3, Eliminate Parens,0.0,0.0,1
EG3,4*3, nan,0.0,0.0,1
EG3,(5+9)*4, Eliminate Parens,0.0,0.0,1
EG3,14*4, nan,0.0,0.0,1
EG3,(6+6)*4, Eliminate Parens,0.0,0.0,1
EG3,12*4, nan,0.0,0.0,1
EG3,(6+8)*3, Eliminate Parens,0.0,0.0,1
EG3,14*3, nan,0.0,0.0,1
EG3,(8+2)*4, Eliminate Parens,0.0,0.0,1
EG3,10*4, nan,0.3333,0.0,3
EG3,(8+8)*4, Eliminate Parens,0.5,0.0,5
EG3,16*4, nan,0.5,0.0,5
EG3,(3+3)*3, Eliminate Parens,0.5,0.0,5
EG3,6*3, nan,0.0,0.0,1
EG3,(1+4)*10, Eliminate Parens,0.0,0.0,1
EG3,5*10, nan,0.0,0.0,1
EG3,(1+5)*3, Eliminate Parens,0.7692,0.0,8
EG3,(5+3)*1, Eliminate Parens,0.0,0.0,1
EG3,8*1, nan,0.0,0.0,1
EG3,2*1+9*1, nan,0.0,0.0,1
EG3,2*1+9," Select Multiply/Divide, nested",0.0,0.0,1
EG3,2+9, Consolidate vars with coeff,0.0,0.0,1
EG3,(6+7)*2, Eliminate Parens,0.0,0.0,1
EG3,13*2, nan,0.0,0.0,1
EG3,(6+1)*3, Eliminate Parens,0.0,0.0,1
EG3,7*3, nan,0.0,0.0,1
EG3,(8+4)*6, Eliminate Parens,0.0,0.0,1
EG3,12*6, nan,0.0,0.0,1
EG3,(3+5)*8, Eliminate Parens,0.0,0.0,1
EG3,(6+0)*2, Eliminate Parens,0.0,0.0,1
EG3,6*2, nan,0.0,0.0,1
EG3,(9+9)*4, Eliminate Parens,0.0,0.0,1
EG3,9*4+9*4, nan,0.0,0.0,1
EG3,36+9*4," Select Multiply/Divide, nested",0.0,0.0,1
EG3,36+36, Consolidate vars with coeff,0.0,0.0,1
EG3,(2+1)*1, nan,0.0,0.0,1
EG3,2+1, Consolidate vars with coeff,0.0,0.0,1
EG3,(9+9)*5, Eliminate Parens,0.0,0.0,1
EG3,9*5+9*5, nan,0.0,0.0,1
EG3,45+9*5," Select Multiply/Divide, nested",0.0,0.0,1
EG3,45+45, Consolidate vars with coeff,0.0,0.0,1
EG3,(6+7)*1, nan,0.0,0.0,1
EG3,6+7, Consolidate vars with coeff,0.5,0.0,5
EG3,(9+7)*9, Eliminate Parens,0.0,0.0,1
EG3,9*9+7*9, nan,0.0,0.0,1
EG3,81+7*9," Select Multiply/Divide, nested",0.0,0.0,1
EG3,81+63, Consolidate vars with coeff,0.0,0.0,1
EG3,(5+3)*2, Eliminate Parens,0.0,0.0,1
EG3,8*2, nan,0.0,0.0,1
EG3,(1+1)*8, Eliminate Parens,0.5,0.0,5
EG3,2*8, nan,0.0,0.0,1
EG3,(6+3)*9, Eliminate Parens,0.5,0.0,5
EG3,9*9, nan,0.0,0.0,1
EG3,(6+1)*5, Eliminate Parens,0.0,0.0,1
EG3,7*5, nan,0.0,0.0,1
EG3,(2+8)*4, Eliminate Parens,0.0,0.0,1
EG3,(6+5)*2, Eliminate Parens,0.5,0.0,5
EG3,11*2, nan,0.0,0.0,1
EG3,(8+5)*1, Eliminate Parens,0.0,0.0,1
EG3,13*1, nan,0.0,0.0,1
EG3,(2+8)*6, Eliminate Parens,0.0,0.0,1
EG3,10*6, nan,0.0,0.0,1
EG3,(0+4)*9, Eliminate Parens,0.0,0.0,1
EG3,0*9+4*9, nan,0.0,0.0,1
EG3,0+4*9," Select Multiply/Divide, nested",0.0,0.0,1
EG3,0+36, Consolidate vars with coeff,0.0,0.0,1
EG3,(2+9)*7, Eliminate Parens,0.0,0.0,1
EG3,11*7, nan,0.0,0.0,1
EG3,(8+10)*8, Eliminate Parens,0.0,0.0,1
EG3,18*8, nan,0.0,0.0,1
EG3,(4+5)*8, Eliminate Parens,0.5,0.0,5
EG3,9*8, nan,0.0,0.0,1
EG3,(8+8)*3, Eliminate Parens,0.0,0.0,1
EG3,16*3, nan,0.0,0.0,1
EG3,(4+4)*2, Eliminate Parens,0.5,0.0,5
EG3,4*2+4*2, nan,0.0,0.0,1
EG3,8+4*2," Select Multiply/Divide, nested",0.5,0.0,5
EG3,8+8, Consolidate vars with coeff,0.0,0.0,1
EG3,(8+0)*8, Eliminate Parens,0.0,0.0,1
EG3,8*8+0*8, nan,0.0,0.0,1
EG3,8*8+0," Select Multiply/Divide, nested",0.0,0.0,1
EG3,64+0, Consolidate vars with coeff,0.0,0.0,1
EG3,(7+3)*2, Eliminate Parens,0.0,0.0,1
EG3,10*2, nan,0.0,0.0,1
EG3,(9+5)*3, Eliminate Parens,0.0,0.0,1
EG3,(9+8)*7, Eliminate Parens,0.0,0.0,1
EG3,17*7, nan,0.0,0.0,1
EG3,(5+4)*5, Eliminate Parens,0.0,0.0,1
EG3,9*5, nan,0.0,0.0,1
EG3,(5+3)*8, Eliminate Parens,0.0,0.0,1
EG3,(3+5)*4, Eliminate Parens,0.0,0.0,1
EG3,8*4, nan,0.5,0.0,5
EG3,(9+6)*7, Eliminate Parens,0.0,0.0,1
EG3,15*7, nan,0.0,0.0,1
EG3,(6+3)*5, Eliminate Parens,0.0,0.0,1
EG3,(1+6)*9, Eliminate Parens,0.0,0.0,1
EG3,7*9, nan,0.0,0.0,1
EG3,(6+4)*5, Eliminate Parens,0.0,0.0,1
EG3,6*5+4*5, nan,0.0,0.0,1
EG3,30+4*5," Select Multiply/Divide, nested",0.0,0.0,1
EG3,30+20, Consolidate vars with coeff,0.0,0.0,1
EG3,(1+9)*3, Eliminate Parens,0.0,0.0,1
EG3,1*3+9*3, nan,0.0,0.0,1
EG3,3+9*3," Select Multiply/Divide, nested",0.0,0.0,1
EG3,3+27, Consolidate vars with coeff,0.5,0.0,5
EG3,(3+2)*2, Eliminate Parens,0.6667,0.0,7
EG3,5*2, nan,0.0,0.0,1
EG3,(5+6)*10, Eliminate Parens,0.0,0.0,1
EG3,11*10, nan,0.5,0.0,5
EG3,(0+9)*1, Eliminate Parens,0.0,0.0,1
EG3,0*1+9*1, nan,0.0,0.0,1
EG3,0+9*1," Select Multiply/Divide, nested",0.0,0.0,1
EG3,0+9, Consolidate vars with coeff,0.5,0.0,5
EG3,(0+5)*6, Eliminate Parens,0.0,0.0,1
EG3,5*6, nan,0.0,0.0,1
EG3,(3+4)*6, Eliminate Parens,0.0,0.0,1
EG3,7*6, nan,0.5,0.0,5
EG3,(6+7)*6, Eliminate Parens,0.0,0.0,1
EG3,13*6, nan,0.0,0.0,1
EG3,(5+9)*6, Eliminate Parens,0.0,0.0,1
EG3,14*6, nan,0.0,0.0,1
EG3,(5+5)*1, Eliminate Parens,0.0,0.0,1
EG3,10*1, nan,0.0,0.0,1
EG3,(2+9)*6, Eliminate Parens,0.0,0.0,1
EG3,(2+2)*1, Eliminate Parens,0.0,0.0,1
EG3,4*1, nan,0.0,0.0,1
EG3,(1+4)*8, Eliminate Parens,0.0,0.0,1
EG3,5*8, nan,0.0,0.0,1
EG3,(4+7)*8, Eliminate Parens,0.0,0.0,1
EG3,11*8, nan,0.0,0.0,1
EG3,(7+8)*4, Eliminate Parens,0.0,0.0,1
EG3,15*4, nan,0.0,0.0,1
EG3,(6+1)*7, Eliminate Parens,0.0,0.0,1
EG3,7*7, nan,0.0,0.0,1
EG3,(3+8)*8, Eliminate Parens,0.0,0.0,1
EG3,(5+1)*5, Eliminate Parens,0.8,0.0,8
EG3,6*5, nan,0.0,0.0,1
EG3,(7+7)*9, Eliminate Parens,0.75,0.0,8
EG3,14*9, nan,0.0,0.0,1
EG3,(10+7)*4, Eliminate Parens,0.75,0.0,8
EG3,17*4, nan,0.0,0.0,1
EG3,(7+5)*2, Eliminate Parens,0.6667,0.0,7
EG3,12*2, nan,0.0,0.0,1
EG3,(3+10)*5, Eliminate Parens,0.0,0.0,1
EG1,3+3*3," Select Multiply/Divide, nested",0.3333,0.0,3
EG1,3+9, Consolidate vars with coeff,0.0,0.0,1
EG1,7+8*8," Select Multiply/Divide, nested",0.0,0.0,1
EG1,7+64, Consolidate vars with coeff,0.0,0.0,1
EG1,5+0*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,5+0, Consolidate vars with coeff,0.0,0.0,1
EG1,5+3*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,5+18, Consolidate vars with coeff,0.0,0.0,1
EG1,2+4*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+8, Consolidate vars with coeff,0.0,0.0,1
EG1,8+8*0," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+0, Consolidate vars with coeff,0.0,0.0,1
EG1,8+3*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+3, Consolidate vars with coeff,0.0,0.0,1
EG1,4+5*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,4+5, Consolidate vars with coeff,0.0,0.0,1
EG1,9+9*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+9, Consolidate vars with coeff,0.0,0.0,1
EG1,4+2*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,4+18, Consolidate vars with coeff,0.0,0.0,1
EG1,10+2*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+18, Consolidate vars with coeff,0.0,0.0,1
EG1,8+7*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+63, Consolidate vars with coeff,0.0,0.0,1
EG1,3+4*5," Select Multiply/Divide, nested",0.4,0.0,4
EG1,3+20, Consolidate vars with coeff,0.0,0.0,1
EG1,8+3*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+9, Consolidate vars with coeff,0.0,0.0,1
EG1,5+7*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,5+35, Consolidate vars with coeff,0.6667,0.0,7
EG1,40, nan,1.0,0.0,10
EG1,7+1*3," Select Multiply/Divide, nested",0.5,0.0,5
EG1,7+3, Consolidate vars with coeff,0.0,0.0,1
EG1,10+6*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+30, Consolidate vars with coeff,0.0,0.0,1
EG1,10+4*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+12, Consolidate vars with coeff,0.0,0.0,1
EG1,8+2*9," Select Multiply/Divide, nested",0.3333,0.0,3
EG1,8+18, Consolidate vars with coeff,0.0,0.0,1
EG1,6+1*8," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+8, Consolidate vars with coeff,0.0,0.0,1
EG1,2+3*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+3, Consolidate vars with coeff,0.0,0.0,1
EG1,4+8*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,4+48, Consolidate vars with coeff,0.0,0.0,1
EG1,4+4*7," Select Multiply/Divide, nested",0.1667,0.5,7
EG1,4+28, Consolidate vars with coeff,0.0,0.0,1
EG1,9+5*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+45, Consolidate vars with coeff,0.0,0.0,1
EG1,6+3*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+6, Consolidate vars with coeff,0.0,0.0,1
EG1,3+2*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,3+18, Consolidate vars with coeff,0.0,0.0,1
EG1,1+3*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,1+3, Consolidate vars with coeff,0.0,0.0,1
EG1,3+1*10," Select Multiply/Divide, nested",0.0,0.0,1
EG1,3+10, Consolidate vars with coeff,0.0,0.0,1
EG1,6+8*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+24, Consolidate vars with coeff,0.0,0.0,1
EG1,9+4*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+24, Consolidate vars with coeff,0.0,0.0,1
EG1,1+7*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,1+49, Consolidate vars with coeff,0.0,0.0,1
EG1,5+1*5," Select Multiply/Divide, nested",0.6667,0.0,7
EG1,5+5, Consolidate vars with coeff,0.0,0.0,1
EG1,4+1*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,4+7, Consolidate vars with coeff,0.0,0.0,1
EG1,7+2*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,7+10, Consolidate vars with coeff,0.0,0.0,1
EG1,10+0*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+0, Consolidate vars with coeff,0.0,0.0,1
EG1,7+7*9," Select Multiply/Divide, nested",0.5,0.0,5
EG1,7+63, Consolidate vars with coeff,0.0,0.0,1
EG1,6+7*8," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+56, Consolidate vars with coeff,0.0,0.0,1
EG1,9+8*8," Select Multiply/Divide, nested",0.5,0.0,5
EG1,9+64, Consolidate vars with coeff,0.0,0.0,1
EG1,8+10*5," Select Multiply/Divide, nested",0.5,0.0,5
EG1,8+50, Consolidate vars with coeff,0.0,0.0,1
EG1,9+3*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+27, Consolidate vars with coeff,0.0,0.0,1
EG1,1+5*8," Select Multiply/Divide, nested",0.6667,0.0,7
EG1,1+40, Consolidate vars with coeff,0.0,0.0,1
EG1,5+1*1," Select Multiply/Divide, nested",0.4,0.0,4
EG1,5+1, Consolidate vars with coeff,0.0,0.0,1
EG1,8+5*1," Select Multiply/Divide, nested",0.5,0.0,5
EG1,8+5, Consolidate vars with coeff,0.0,0.0,1
EG1,6+7*7," Select Multiply/Divide, nested",0.5,0.0,5
EG1,6+49, Consolidate vars with coeff,0.0,0.0,1
EG1,2+4*6," Select Multiply/Divide, nested",0.1667,0.0,2
EG1,2+24, Consolidate vars with coeff,0.0,0.0,1
EG1,10+0*0," Select Multiply/Divide, nested",0.5,0.0,5
EG1,5+8*1," Select Multiply/Divide, nested",0.5,0.0,5
EG1,5+8, Consolidate vars with coeff,0.0,0.0,1
EG1,3+9*7," Select Multiply/Divide, nested",0.5,0.0,5
EG1,3+63, Consolidate vars with coeff,0.0,0.0,1
EG1,8+3*8," Select Multiply/Divide, nested",0.5,0.25,8
EG1,8+24, Consolidate vars with coeff,0.5,0.0,5
EG1,7+7*10," Select Multiply/Divide, nested",0.5,0.0,5
EG1,7+70, Consolidate vars with coeff,0.0,0.0,1
EG1,9+6*9," Select Multiply/Divide, nested",0.5,0.0,5
EG1,9+54, Consolidate vars with coeff,0.0,0.0,1
EG1,7+8*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,7+48, Consolidate vars with coeff,0.0,0.0,1
EG1,6+7*4," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+28, Consolidate vars with coeff,0.0,0.0,1
EG1,2+6*8," Select Multiply/Divide, nested",0.3333,0.0,3
EG1,2+48, Consolidate vars with coeff,0.5,0.0,5
EG1,1+3*8," Select Multiply/Divide, nested",0.0,0.0,1
EG1,1+24, Consolidate vars with coeff,0.0,0.0,1
EG1,4+8*10," Select Multiply/Divide, nested",0.25,0.5,8
EG1,4+80, Consolidate vars with coeff,0.0,0.0,1
EG1,5+7*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,5+21, Consolidate vars with coeff,0.0,0.0,1
EG1,9+3*4," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+12, Consolidate vars with coeff,0.0,0.0,1
EG1,6+4*10," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+40, Consolidate vars with coeff,0.0,0.0,1
EG1,7+4*4," Select Multiply/Divide, nested",0.5,0.0,5
EG1,7+16, Consolidate vars with coeff,0.0,0.0,1
EG1,1+4*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,1+28, Consolidate vars with coeff,0.0,0.0,1
EG1,1+5*4," Select Multiply/Divide, nested",0.5,0.0,5
EG1,1+20, Consolidate vars with coeff,0.0,0.0,1
EG1,7+4*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1,7+8, Consolidate vars with coeff,0.0,0.0,1
EG1,5+0*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+4*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+36, Consolidate vars with coeff,0.0,0.0,1
EG1,3+3*2," Select Multiply/Divide, nested",0.5,0.0,5
EG1,3+6, Consolidate vars with coeff,0.0,0.0,1
EG1,6+6*10," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+60, Consolidate vars with coeff,0.0,0.0,1
EG1,4+3*9," Select Multiply/Divide, nested",0.5,0.0,5
EG1,4+27, Consolidate vars with coeff,0.0,0.0,1
EG1,6+5*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+45, Consolidate vars with coeff,0.0,0.0,1
EG1,5+2*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1,5+4, Consolidate vars with coeff,0.0,0.0,1
EG1,1+2*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,1+14, Consolidate vars with coeff,0.0,0.0,1
EG1,9+5*6," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+30, Consolidate vars with coeff,0.0,0.0,1
EG1,8+1*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+7, Consolidate vars with coeff,0.0,0.0,1
EG1,2+6*7," Select Multiply/Divide, nested",0.5,0.0,5
EG1,2+42, Consolidate vars with coeff,0.0,0.0,1
EG1,3+8*5," Select Multiply/Divide, nested",0.5,0.0,5
EG1,3+40, Consolidate vars with coeff,0.0,0.0,1
EG1,1+2*5," Select Multiply/Divide, nested",0.5,0.0,5
EG1,1+10, Consolidate vars with coeff,0.5,0.0,5
EG1,2+4*3," Select Multiply/Divide, nested",0.5,0.0,5
EG1,2+12, Consolidate vars with coeff,0.0,0.0,1
EG1,5+5*1," Select Multiply/Divide, nested",0.5,0.0,5
EG1,6+3*8," Select Multiply/Divide, nested",0.5,0.0,5
EG1,9+2*8," Select Multiply/Divide, nested",0.5,0.0,5
EG1,9+16, Consolidate vars with coeff,0.0,0.0,1
EG1,2+5*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+35, Consolidate vars with coeff,0.0,0.0,1
EG1,5+3*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,3+7*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,3+35, Consolidate vars with coeff,0.25,0.5,8
EG1,8+6*0," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+2*3," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+6, Consolidate vars with coeff,0.0,0.0,1
EG1,2+9*10," Select Multiply/Divide, nested",0.5,0.0,5
EG1,2+90, Consolidate vars with coeff,0.0,0.0,1
EG1,8+3*10," Select Multiply/Divide, nested",0.5,0.0,5
EG1,8+30, Consolidate vars with coeff,0.0,0.0,1
EG1,9+5*10," Select Multiply/Divide, nested",0.0,0.0,1
EG1,9+50, Consolidate vars with coeff,0.0,0.0,1
EG1,8+2*1," Select Multiply/Divide, nested",0.3333,0.0,3
EG1,8+2, Consolidate vars with coeff,0.0,0.0,1
EG1,6+2*9," Select Multiply/Divide, nested",0.0,0.0,1
EG1,6+18, Consolidate vars with coeff,0.0,0.0,1
EG1,2+3*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+21, Consolidate vars with coeff,0.0,0.0,1
EG1,10+9*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+45, Consolidate vars with coeff,0.0,0.0,1
EG1,7+4*1," Select Multiply/Divide, nested",0.0,0.0,1
EG1,7+4, Consolidate vars with coeff,0.0,0.0,1
EG1,7+5*8," Select Multiply/Divide, nested",0.5,0.0,5
EG1,7+40, Consolidate vars with coeff,0.0,0.0,1
EG1,8+8*7," Select Multiply/Divide, nested",0.0,0.0,1
EG1,8+56, Consolidate vars with coeff,0.0,0.0,1
EG1,3+8*2," Select Multiply/Divide, nested",0.0,0.0,1
EG1,3+16, Consolidate vars with coeff,0.0,0.0,1
EG1,4+1*5," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+9*4," Select Multiply/Divide, nested",0.0,0.0,1
EG1,10+36, Consolidate vars with coeff,0.0,0.0,1
EG1,2+8*10," Select Multiply/Divide, nested",0.0,0.0,1
EG1,2+80, Consolidate vars with coeff,0.0,0.0,1
EG1,9+3*8," Select Multiply/Divide, nested",0.6667,0.0,7
EG1,5+8*9," Select Multiply/Divide, nested",0.75,0.0,8
EG1,5+72, Consolidate vars with coeff,0.0,0.0,1
EG1,3+5*2," Select Multiply/Divide, nested",0.0,0.0,1
EG2,9*7+6," Select Multiply/Divide, nested",0.0,0.0,1
EG2,63+6, Consolidate vars with coeff,0.0,0.0,1
EG2,7+7*0," Select Multiply/Divide, nested",0.0,0.0,1
EG2,7+0, Consolidate vars with coeff,0.0,0.0,1
EG2,6*4+7," Select Multiply/Divide, nested",0.0,0.0,1
EG2,24+7, Consolidate vars with coeff,0.0,0.0,1
EG2,4*9+9," Select Multiply/Divide, nested",0.0,0.0,1
EG2,36+9, Consolidate vars with coeff,0.0,0.0,1
